license_id,license_start,license_type,business_activity,legal_name,dba_name,address,city,state,zip,community_area,neighborhood,status
3103853,2026-09-15,Limited Business License,Engage in Wholesale Sales,PARIS312 LLC,PARIS312,2048 W HUBBARD ST 1,CHICAGO,IL,60612,WEST TOWN,WEST TOWN,AAI
3103868,2026-09-15,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),LOCAL EDITION LLC,LOCAL EDITION LLC,2145 W WALNUT ST,CHICAGO,IL,60612,NEAR WEST SIDE,UNITED CENTER,AAI
3103871,2026-09-15,Peddler License,"Street Performer, Moving Along the Public Way",QUINTIN SCOTT MARX,QUINTIN SCOTT MARX,824 COUNTRY PL,LAKE FOREST,IL,60045,,,AAI
3025439,2026-09-14,Retail Food Establishment,"Preparation of Food, Coffee or Drinks | Retail Sales of Perishable Foods",V'S CONVENIENCE STORE LLC,V'S CONVENIENCE STORE,460 E 61ST ST 1ST,CHICAGO,IL,60637,WOODLAWN,WOODLAWN,AAI
3073633,2026-09-14,Children's Services Facility License,Instruction in Art for Both Children and Adults (40% or More Children) | Miscellaneous Commercial Services | Rental of Location for Children's Birthday Parties,LE VILLAGE CO.,LE VILLAGE COWORK,3146-3148 W IRVING PARK RD,CHICAGO,IL,60618,IRVING PARK,IRVING PARK,AAI
3082424,2026-09-14,Motor Vehicle Services License,Engine and Body Work w/ Spray Booth,APEX AB COLLISION REPAIR INC.,APEX AB COLLISION REPAIR,4637-4641 W MAYPOLE AVE,CHICAGO,IL,60644,AUSTIN,AUSTIN,AAI
3082591,2026-09-14,Children's Services Facility License,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm With Before and After School Programs",BUSH EXP. LEARNING ACADEMY LLC,BUSH EXP. LEARNING ACADEMY LLC,450-454 E 83RD ST,CHICAGO,IL,60619,CHATHAM,CHATHAM,AAI
3082602,2026-09-14,Retail Food Establishment,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods,F-E MARKET INC.,F-E MARKET,756 W GARFIELD BLVD 1ST,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3082624,2026-09-14,Mobile Food License,Preparation and Sale of Food (ONLY) from a Mobile Food Truck (Mobile Food Preparer),TERI'S TASTEE LLC,TERI'S TASTEE,2300 S THROOP ST,CHICAGO,IL,60608,LOWER WEST SIDE,LOWER WEST SIDE,AAI
3090856,2026-09-14,Regulated Business License,Tattoo / Permanent Body Art and Make-Up / Micro Blading | Retail Sales of General Merchandise,SOFT SPOT STUDIO LLC,SOFT SPOT TATTOO,2206 N MILWAUKEE AVE,CHICAGO,IL,60647,LOGAN SQUARE,LOGAN SQUARE,AAI
3091037,2026-09-14,Limited Business License,Skincare Services | Retail Sales of General Merchandise,"REVIVAL WELLNESS SPA, LLC",REVIVAL WELLNESS SPA,4507 N KEDZIE AVE 1,CHICAGO,IL,60625,ALBANY PARK,ALBANY PARK,AAI
3099773,2026-09-14,Retail Food Establishment,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Perishable Foods | Retail Sales of General Merchandise,"C & D SUPERMARKET, INC.","C & D SUPERMARKET, INC.",1935 E 79TH ST,CHICAGO,IL,60649,SOUTH CHICAGO,SOUTH CHICAGO,AAI
3099897,2026-09-14,Shared Kitchen User (Long Term),Shared Kitchen User - Long Term,"SPLASH, LLC","SPLASH, LLC",1464 S MICHIGAN AVE 1103,CHICAGO,IL,60605,NEAR SOUTH SIDE,NEAR SOUTH SIDE,AAI
3099945,2026-09-14,Special Event Liquor,"Special Event Beer, Wine & Spirits","235 ASHLAND HOLDINGS, INC.","235 ASHLAND HOLDINGS, INC.",235 N ASHLAND AVE,CHICAGO,IL,60607,NEAR WEST SIDE,WEST LOOP,AAI
3099953,2026-09-14,Limited Business License,"Commissioned Staffing of Professional, Secretarial and Clerical Work",MOTION RECRUITMENT PARTNERS LLC,MOTION RECRUITMENT PARTNERS LLC,300 S WACKER DR 1710,CHICAGO,IL,60606,LOOP,LOOP,AAI
3100073,2026-09-14,Retail Food Establishment,Sale of Food Prepared Onsite With Dining Area,"GOOD GOODS SUSHI CORP.,",GORILLA SUSHI WICKER PARK,1238 N MILWAUKEE AVE 1,CHICAGO,IL,60622,WEST TOWN,WICKER PARK,AAI
3100195,2026-09-14,Limited Business License,Operation of an Administrative Commercial Office | Rental of Furniture,HOME BY MOLLY MARINO LLC,HOME BY MOLLY MARINO LLC,4444 W MONTROSE AVE,CHICAGO,IL,60641,IRVING PARK,IRVING PARK,AAI
3100254,2026-09-14,Limited Business License,Fitness Training On and Off Premises,CRITICAL HIT ATHLETICS LLC,CRITICAL HIT ATHLETICS,2514 W NORTH AVE,CHICAGO,IL,60647,WEST TOWN,WICKER PARK,AAI
3100579,2026-09-14,Special Event Liquor,Special Event Beer & Wine,"RICK O'SHAY, INC.","RICK O'SHAY, INC DBA RICOCHETS",4644 N LINCOLN AVE,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100580,2026-09-14,Special Event Liquor,"Special Event Beer, Wine & Spirits","NEIGHBORHOOD RESTAURANTS, INC.",ROCKWELL'S NEIGHBORHOOD GRILL,4632 N ROCKWELL ST,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100581,2026-09-14,Special Event Liquor,"Special Event Beer, Wine & Spirits","FORTY SEVEN FORTY SEVEN, INC.","FORTY SEVEN FORTY SEVEN, INC.",4747 N LINCOLN AVE,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100595,2026-09-14,Pop-Up Retail User,Sale of General Merchandise at Flea Market 181-365 Consecutive Days,LUCIA FALCON MOTA,LUCIA FALCON,4100 S ASHLAND AVE OUTDOORS,CHICAGO,IL,60609,NEW CITY,NEW CITY,AAI
3100671,2026-09-14,Limited Business License,Sale of Furniture | Retail Sales of General Merchandise,"MONALISA VINTAGE & ANTIQUE STORE, LLC",MONALISA VINTAGE & ANTIQUE,932 W MADISON ST 1ST,CHICAGO,IL,60607,NEAR WEST SIDE,WEST LOOP,AAI
3100694,2026-09-14,Limited Business License,Upholstery Cleaning/Repair - Onsite,RAQUEL GRACIELA ALVAREZ,BUCKTOWN UPHOLSTERY AND LEATHERWORKS,2107 N WESTERN AVE 1,CHICAGO,IL,60647,LOGAN SQUARE,BUCKTOWN,AAI
3100697,2026-09-14,Limited Business License,Nail Services,TT NAILS OF LINCOLN PARK LLC,TT NAILS,3944 N LINCOLN AVE,CHICAGO,IL,60613,NORTH CENTER,NORTH CENTER,AAI
3100727,2026-09-14,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),CHICAGO VINTAGE FESTIVAL CORP.,CHICAGO VINTAGE FEST,3625 S HONORE ST,CHICAGO,IL,60609,MCKINLEY PARK,MCKINLEY PARK,AAI
3100734,2026-09-14,Pop-Up Retail User,Organizer of Event with Retail Vendors (1-5 Day Show),LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE,LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE,4505 N LINCOLN AVE,CHICAGO,IL,60625,LINCOLN SQUARE,LINCOLN SQUARE,AAI
3100765,2026-09-14,Limited Business License,Operation of an Administrative Commercial Office,"FLOATING WORLD GALLERY, LTD.",FLOATING WORLD GALLERY,346 N JUSTINE ST 7 700,CHICAGO,IL,60607,NEAR WEST SIDE,WEST LOOP,AAI
